[IOT][2023-05-28 13:13:22,436][INFO] starting...
2023-05-28T13:16:50.293844039Z [WORM][2023-05-28 13:16:50,293][INFO] log:54;reward=0.40067656040191757;action=2;reward_sum=0.40067656040191757
2023-05-28T13:16:50.794785354Z [WORM][2023-05-28 13:16:50,794][INFO] log:54;reward=0.42573827505111694;action=0;reward_sum=0.8264148354530345
2023-05-28T13:16:51.295328702Z [WORM][2023-05-28 13:16:51,295][INFO] log:54;reward=0.025032365322113392;action=0;reward_sum=0.8514472007751479
2023-05-28T13:16:52.296820808Z [WORM][2023-05-28 13:16:52,296][INFO] log:55;reward=0;action=3;reward_sum=0.0
2023-05-28T13:16:52.797832465Z [WORM][2023-05-28 13:16:52,797][INFO] fetching info...
2023-05-28T13:16:53.298486300Z [WORM][2023-05-28 13:16:53,298][INFO] log:56;reward=0.8013277530670173;action=4;reward_sum=0.8013277530670173
2023-05-28T13:16:53.799563629Z [WORM][2023-05-28 13:16:53,799][INFO] pinging...
2023-05-28T13:16:54.300437920Z [WORM][2023-05-28 13:16:54,300][INFO] log:57;reward=0.1502521753311159;action=0;reward_sum=0.1502521753311159
2023-05-28T13:16:54.801475305Z [WORM][2023-05-28 13:16:54,801][INFO] log:57;reward=0.0;action=1;reward_sum=0.1502521753311159
2023-05-28T13:16:55.302344985Z [WORM][2023-05-28 13:16:55,301][INFO] log:57;reward=0.5008374691009525;action=2;reward_sum=0.6510896444320684
2023-05-28T13:16:55.803154182Z [WORM][2023-05-28 13:16:55,802][INFO] log:57;reward=0.07513320446014404;action=0;reward_sum=0.7262228488922124
2023-05-28T13:16:56.303899079Z [WORM][2023-05-28 13:16:56,303][INFO] log:57;reward=0.025042474269866943;action=0;reward_sum=0.7512653231620794
2023-05-28T13:16:56.804781498Z [WORM][2023-05-28 13:16:56,804][INFO] log:57;reward=0.0;action=1;reward_sum=0.7512653231620794
2023-05-28T13:16:57.305587193Z [WORM][2023-05-28 13:16:57,305][INFO] log:57;reward=0.05008503198623693;action=0;reward_sum=0.8013503551483163
2023-05-28T13:16:57.806455331Z [WORM][2023-05-28 13:16:57,806][INFO] log:57;reward=0.2504280567169186;action=2;reward_sum=1.051778411865235
2023-05-28T13:16:58.307579208Z [WORM][2023-05-28 13:16:58,307][INFO] log:57;reward=1.0017773628234856;action=4;reward_sum=2.0535557746887205
2023-05-28T13:16:58.808462514Z [WORM][2023-05-28 13:16:58,808][INFO] log:57;reward=0.0;action=1;reward_sum=2.0535557746887205
2023-05-28T13:16:59.309171453Z [WORM][2023-05-28 13:16:59,308][INFO] log:57;reward=0.20035681724548482;action=4;reward_sum=2.2539125919342053
2023-05-28T13:16:59.810188190Z [WORM][2023-05-28 13:16:59,809][INFO] log:57;reward=0;action=3;reward_sum=2.2539125919342053
2023-05-28T13:17:00.310963060Z [WORM][2023-05-28 13:17:00,310][INFO] log:57;reward=0;action=3;reward_sum=2.2539125919342053
2023-05-28T13:17:00.811834877Z [WORM][2023-05-28 13:17:00,811][INFO] log:57;reward=0.1753101587295527;action=0;reward_sum=2.429222750663758
2023-05-28T13:17:01.312780850Z [WORM][2023-05-28 13:17:01,312][INFO] log:57;reward=0.35062615871429514;action=2;reward_sum=2.779848909378053
2023-05-28T13:17:01.813810065Z [WORM][2023-05-28 13:17:01,813][INFO] log:57;reward=0.0;action=1;reward_sum=2.779848909378053
2023-05-28T13:17:02.314457203Z [WORM][2023-05-28 13:17:02,314][INFO] log:57;reward=0.10017633438110352;action=2;reward_sum=2.8800252437591567
2023-05-28T13:17:02.815379772Z [WORM][2023-05-28 13:17:02,815][INFO] log:57;reward=0.7012402057647691;action=4;reward_sum=3.581265449523926
2023-05-28T13:17:03.316275913Z [WORM][2023-05-28 13:17:03,316][INFO] log:57;reward=0.1001779317855842;action=2;reward_sum=3.68144338130951
2023-05-28T13:17:03.817221686Z [WORM][2023-05-28 13:17:03,816][INFO] log:57;reward=0.15026640892028809;action=0;reward_sum=3.831709790229798
2023-05-28T13:17:04.318005415Z [WORM][2023-05-28 13:17:04,317][INFO] log:57;reward=0;action=3;reward_sum=3.831709790229798
2023-05-28T13:17:04.818932463Z [WORM][2023-05-28 13:17:04,818][INFO] log:57;reward=0.1502655982971195;action=2;reward_sum=3.9819753885269176
2023-05-28T13:17:05.319740638Z [WORM][2023-05-28 13:17:05,319][INFO] log:57;reward=0;action=3;reward_sum=3.9819753885269176
2023-05-28T13:17:05.820702060Z [WORM][2023-05-28 13:17:05,820][INFO] log:57;reward=0.10017321109771693;action=2;reward_sum=4.0821485996246345
2023-05-28T13:17:06.321541064Z [WORM][2023-05-28 13:17:06,321][INFO] log:57;reward=0.0;action=1;reward_sum=4.0821485996246345
2023-05-28T13:17:06.822546218Z [WORM][2023-05-28 13:17:06,822][INFO] log:57;reward=0.8014193534851053;action=4;reward_sum=4.88356795310974
2023-05-28T13:17:07.323287297Z [WORM][2023-05-28 13:17:07,323][INFO] log:57;reward=0.0;action=1;reward_sum=4.88356795310974
2023-05-28T13:17:07.801072978Z [WORM][2023-05-28 13:17:07,800][INFO] scanning...
2023-05-28T13:17:07.824050738Z [WORM][2023-05-28 13:17:07,823][INFO] log:57;reward=0.2003495335578922;action=0;reward_sum=5.083917486667632
2023-05-28T13:17:08.324997253Z [WORM][2023-05-28 13:17:08,324][INFO] log:57;reward=0.0;action=1;reward_sum=5.083917486667632
2023-05-28T13:17:08.825888043Z [WORM][2023-05-28 13:17:08,825][INFO] log:57;reward=0.40068130493164134;action=4;reward_sum=5.484598791599273
2023-05-28T13:17:09.326766891Z [WORM][2023-05-28 13:17:09,326][INFO] log:57;reward=0.1001826763153062;action=4;reward_sum=5.5847814679145795
2023-05-28T13:17:09.613134653Z [WORM][2023-05-28 13:17:09,612][INFO] scanning...
2023-05-28T13:17:09.827711251Z [WORM][2023-05-28 13:17:09,827][INFO] log:57;reward=0.4007026910781857;action=2;reward_sum=5.985484158992765
2023-05-28T13:17:10.328578718Z [WORM][2023-05-28 13:17:10,328][INFO] log:57;reward=0.20036067962646698;action=4;reward_sum=6.185844838619232
2023-05-28T13:17:10.829473475Z [WORM][2023-05-28 13:17:10,829][INFO] log:57;reward=0.10017833709716761;action=2;reward_sum=6.2860231757164
2023-05-28T13:17:11.330397347Z [WORM][2023-05-28 13:17:11,330][INFO] log:57;reward=0.0;action=1;reward_sum=6.2860231757164
2023-05-28T13:17:11.370318845Z [WORM][2023-05-28 13:17:11,370][INFO] fetching info...
2023-05-28T13:17:11.370372325Z [WORM][2023-05-28 13:17:11,370][INFO] fetching info...
2023-05-28T13:17:11.370403764Z [WORM][2023-05-28 13:17:11,370][INFO] scanning...
2023-05-28T13:17:11.831374880Z [WORM][2023-05-28 13:17:11,831][INFO] log:57;reward=0.30054745674133443;action=4;reward_sum=6.586570632457734
2023-05-28T13:17:12.332305304Z [WORM][2023-05-28 13:17:12,332][INFO] log:57;reward=0.15027740001678502;action=2;reward_sum=6.736848032474519
2023-05-28T13:17:12.833275524Z [WORM][2023-05-28 13:17:12,832][INFO] log:57;reward=0.0;action=1;reward_sum=6.736848032474519
2023-05-28T13:17:13.150917035Z [WORM][2023-05-28 13:17:13,150][INFO] scanning...
2023-05-28T13:17:13.333988941Z [WORM][2023-05-28 13:17:13,333][INFO] log:57;reward=0.3005343914031968;action=4;reward_sum=7.037382423877716
2023-05-28T13:17:13.834879480Z [WORM][2023-05-28 13:17:13,834][INFO] log:57;reward=0;action=3;reward_sum=7.037382423877716
2023-05-28T13:17:14.335671074Z [WORM][2023-05-28 13:17:14,335][INFO] log:57;reward=0.20031247138976838;action=4;reward_sum=7.237694895267484
2023-05-28T13:17:15.336967211Z [WORM][2023-05-28 13:17:15,336][INFO] log:58;reward=0;action=3;reward_sum=0.0
2023-05-28T13:17:16.338344051Z [WORM][2023-05-28 13:17:16,338][INFO] log:59;reward=0.0;action=1;reward_sum=0.0
2023-05-28T13:17:16.839406023Z [WORM][2023-05-28 13:17:16,839][INFO] pinging...
2023-05-28T13:17:17.340325747Z [WORM][2023-05-28 13:17:17,339][INFO] log:60;reward=0.4758028984069824;action=0;reward_sum=0.4758028984069824
2023-05-28T13:17:17.841171292Z [WORM][2023-05-28 13:17:17,840][INFO] log:60;reward=0.55088210105896;action=2;reward_sum=1.0266849994659424
2023-05-28T13:17:18.342059658Z [WORM][2023-05-28 13:17:18,341][INFO] log:60;reward=0;action=3;reward_sum=1.0266849994659424
2023-05-28T13:17:18.842936091Z [WORM][2023-05-28 13:17:18,842][INFO] log:60;reward=0.0;action=1;reward_sum=1.0266849994659424
2023-05-28T13:17:19.343586910Z [WORM][2023-05-28 13:17:19,343][INFO] log:60;reward=1.0016018390655503;action=4;reward_sum=2.0282868385314927
2023-05-28T13:17:19.844778070Z [WORM][2023-05-28 13:17:19,844][INFO] fetching info...
2023-05-28T13:17:20.345375293Z [WORM][2023-05-28 13:17:20,345][INFO] log:61;reward=0.20035390853881552;action=4;reward_sum=0.20035390853881552
2023-05-28T13:17:20.846503559Z [WORM][2023-05-28 13:17:20,846][INFO] fetching info...
2023-05-28T13:17:21.346926862Z [WORM][2023-05-28 13:17:21,346][INFO] log:62;reward=0.20031948089599538;action=4;reward_sum=0.20031948089599538
2023-05-28T13:17:21.847978383Z [WORM][2023-05-28 13:17:21,847][INFO] scanning...
2023-05-28T13:17:22.348831763Z [WORM][2023-05-28 13:17:22,348][INFO] log:63;reward=0.4507745027542107;action=2;reward_sum=0.4507745027542107
2023-05-28T13:17:22.849769391Z [WORM][2023-05-28 13:17:22,849][INFO] log:63;reward=0;action=3;reward_sum=0.4507745027542107
2023-05-28T13:17:23.350579269Z [WORM][2023-05-28 13:17:23,350][INFO] log:63;reward=0.10015330314636195;action=2;reward_sum=0.5509278059005727
2023-05-28T13:17:23.851599272Z [WORM][2023-05-28 13:17:23,851][INFO] scanning...
2023-05-28T13:17:24.352171775Z [WORM][2023-05-28 13:17:24,351][INFO] log:64;reward=0.10018005371093786;action=2;reward_sum=0.10018005371093786
2023-05-28T13:17:24.853181508Z [WORM][2023-05-28 13:17:24,852][INFO] scanning...
2023-05-28T13:17:25.353724120Z [WORM][2023-05-28 13:17:25,353][INFO] log:65;reward=0.10015776157379186;action=2;reward_sum=0.10015776157379186
2023-05-28T13:17:25.854746391Z [WORM][2023-05-28 13:17:25,854][INFO] pinging...
2023-05-28T13:17:26.355307503Z [WORM][2023-05-28 13:17:26,355][INFO] log:66;reward=0.4507552266120909;action=0;reward_sum=0.4507552266120909
2023-05-28T13:17:26.856434101Z [WORM][2023-05-28 13:17:26,856][INFO] fetching info...
2023-05-28T13:17:27.357161479Z [WORM][2023-05-28 13:17:27,356][INFO] log:67;reward=1.2020176887512193;action=4;reward_sum=1.2020176887512193
2023-05-28T13:17:27.858106050Z [WORM][2023-05-28 13:17:27,857][INFO] scanning...
2023-05-28T13:17:28.358677961Z [WORM][2023-05-28 13:17:28,358][INFO] log:68;reward=0.30049209594726634;action=2;reward_sum=0.30049209594726634
2023-05-28T13:17:28.859713313Z [WORM][2023-05-28 13:17:28,859][INFO] scanning...
2023-05-28T13:17:29.360272781Z [WORM][2023-05-28 13:17:29,360][INFO] log:69;reward=0.10016210079193044;action=2;reward_sum=0.10016210079193044
2023-05-28T13:17:29.861300137Z [WORM][2023-05-28 13:17:29,861][INFO] fetching info...
2023-05-28T13:17:30.362049191Z [WORM][2023-05-28 13:17:30,361][INFO] log:70;reward=0.6009742736816399;action=4;reward_sum=0.6009742736816399
2023-05-28T13:17:30.635198388Z Agent starting...
2023-05-28T13:17:30.635256928Z got SIGUSR1
2023-05-28T13:17:30.635261977Z Episode 0 started...
2023-05-28T13:17:30.635264552Z got SIGUSR2
2023-05-28T13:17:30.635266626Z Episode 1 started...
2023-05-28T13:17:30.635269832Z {'timestr': 'Sun May 28 13:15:06 2023', 'elapsed': '1.75', 'uphosts': '1', 'downhosts': '5', 'totalhosts': '6'}
2023-05-28T13:17:30.635285992Z {'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '10.0.0.1', 'mac': '02:42:B3:AC:49:FB'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'arp-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T13:17:30.635290962Z got SIGUSR2
2023-05-28T13:17:30.635293266Z Episode 2 started...
2023-05-28T13:17:30.635295250Z got SIGUSR2
2023-05-28T13:17:30.635297484Z Episode 3 started...
2023-05-28T13:17:30.635299568Z got SIGUSR2
2023-05-28T13:17:30.635301792Z {'timestr': 'Sun May 28 13:15:10 2023', 'elapsed': '1.94', 'uphosts': '1', 'downhosts': '5', 'totalhosts': '6'}
2023-05-28T13:17:30.635303956Z {'hostnames': [{'name': 'fe17d4e68f58', 'type': 'PTR'}], 'addresses': {'ipv4': '10.0.0.11'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'localhost-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T13:17:30.635306511Z Episode 4 started...
2023-05-28T13:17:30.635308424Z got SIGUSR2
2023-05-28T13:17:30.635310548Z Episode 5 started...
2023-05-28T13:17:30.635312512Z got SIGUSR2
2023-05-28T13:17:30.635314636Z Episode 6 started...
2023-05-28T13:17:30.635316520Z got SIGUSR2
2023-05-28T13:17:30.635318664Z Episode 7 started...
2023-05-28T13:17:30.635320697Z got SIGUSR2
2023-05-28T13:17:30.635322831Z Episode 8 started...
2023-05-28T13:17:30.635324805Z {'timestr': 'Sun May 28 13:15:16 2023', 'elapsed': '1.81', 'uphosts': '2', 'downhosts': '4', 'totalhosts': '6'}
2023-05-28T13:17:30.635327099Z {'hostnames': [{'name': 'fe17d4e68f58', 'type': 'PTR'}], 'addresses': {'ipv4': '10.0.0.11'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'localhost-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T13:17:30.635329494Z {'hostnames': [{'name': 'mgr-honeypot-1.mgr_netw', 'type': 'PTR'}], 'addresses': {'ipv4': '10.0.0.15', 'mac': '02:42:0A:00:00:0F'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'arp-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T13:17:30.635341536Z got SIGUSR2
2023-05-28T13:17:30.635343881Z Episode 9 started...
2023-05-28T13:17:30.635346656Z {'timestr': 'Sun May 28 13:15:34 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635349041Z got SIGUSR2
2023-05-28T13:17:30.635350934Z Episode 10 started...
2023-05-28T13:17:30.635470799Z {'timestr': 'Sun May 28 13:15:36 2023', 'elapsed': '1.72', 'uphosts': '1', 'downhosts': '5', 'totalhosts': '6'}
2023-05-28T13:17:30.635517967Z {'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '10.0.0.25', 'mac': '02:42:0A:00:00:0F'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'arp-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T13:17:30.635554606Z got SIGUSR2
2023-05-28T13:17:30.635560988Z Episode 11 started...
2023-05-28T13:17:30.635565016Z got SIGUSR2
2023-05-28T13:17:30.635568853Z Episode 12 started...
2023-05-28T13:17:30.635571838Z got SIGUSR2
2023-05-28T13:17:30.635574083Z Episode 13 started...
2023-05-28T13:17:30.635576187Z {'timestr': 'Sun May 28 13:15:41 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635578381Z got SIGUSR2
2023-05-28T13:17:30.635581947Z Episode 14 started...
2023-05-28T13:17:30.635585895Z got SIGUSR2
2023-05-28T13:17:30.635589051Z Episode 15 started...
2023-05-28T13:17:30.635592187Z got SIGUSR2
2023-05-28T13:17:30.635595653Z Episode 16 started...
2023-05-28T13:17:30.635598619Z got SIGUSR2
2023-05-28T13:17:30.635601534Z Episode 17 started...
2023-05-28T13:17:30.635604440Z {'timestr': 'Sun May 28 13:15:45 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635607876Z got SIGUSR2
2023-05-28T13:17:30.635611122Z Episode 18 started...
2023-05-28T13:17:30.635614188Z {'timestr': 'Sun May 28 13:15:46 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635618296Z got SIGUSR2
2023-05-28T13:17:30.635621472Z Episode 19 started...
2023-05-28T13:17:30.635624357Z got SIGUSR2
2023-05-28T13:17:30.635628324Z Episode 20 started...
2023-05-28T13:17:30.635632572Z {'timestr': 'Sun May 28 13:15:48 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635637131Z got SIGUSR2
2023-05-28T13:17:30.635654714Z Episode 21 started...
2023-05-28T13:17:30.635659252Z got SIGUSR2
2023-05-28T13:17:30.635662669Z Episode 22 started...
2023-05-28T13:17:30.635666406Z {'timestr': 'Sun May 28 13:15:50 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635669702Z got SIGUSR2
2023-05-28T13:17:30.635673519Z Episode 23 started...
2023-05-28T13:17:30.635677396Z {'timestr': 'Sun May 28 13:16:08 2023', 'elapsed': '1.74', 'uphosts': '1', 'downhosts': '5', 'totalhosts': '6'}
2023-05-28T13:17:30.635681384Z {'hostnames': [{'name': '', 'type': ''}], 'addresses': {'ipv4': '10.0.0.50', 'mac': '02:42:0A:00:00:0F'}, 'vendor': {}, 'status': {'state': 'up', 'reason': 'arp-response'}, 'tcp': {22: {'state': 'closed', 'reason': 'reset', 'name': 'ssh', 'product': '', 'version': '', 'extrainfo': '', 'conf': '3', 'cpe': ''}}}
2023-05-28T13:17:30.635686123Z {'timestr': 'Sun May 28 13:16:10 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635730797Z got SIGUSR2
2023-05-28T13:17:30.635751776Z Episode 24 started...
2023-05-28T13:17:30.635758749Z {'timestr': 'Sun May 28 13:16:12 2023', 'elapsed': '1.65', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635764991Z got SIGUSR2
2023-05-28T13:17:30.635769018Z Episode 25 started...
2023-05-28T13:17:30.635773156Z got SIGUSR2
2023-05-28T13:17:30.635776843Z Episode 26 started...
2023-05-28T13:17:30.635780891Z got SIGUSR2
2023-05-28T13:17:30.635784678Z Episode 27 started...
2023-05-28T13:17:30.635788916Z got SIGUSR2
2023-05-28T13:17:30.635792913Z {'timestr': 'Sun May 28 13:16:17 2023', 'elapsed': '1.79', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635797091Z Episode 28 started...
2023-05-28T13:17:30.635801109Z got SIGUSR2
2023-05-28T13:17:30.635805046Z Episode 29 started...
2023-05-28T13:17:30.635809023Z {'timestr': 'Sun May 28 13:16:18 2023', 'elapsed': '1.74', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635813171Z got SIGUSR2
2023-05-28T13:17:30.635817209Z Episode 30 started...
2023-05-28T13:17:30.635821216Z got SIGUSR2
2023-05-28T13:17:30.635825544Z Episode 31 started...
2023-05-28T13:17:30.635829642Z got SIGUSR2
2023-05-28T13:17:30.635833479Z Episode 32 started...
2023-05-28T13:17:30.635837377Z got SIGUSR2
2023-05-28T13:17:30.635841394Z Episode 33 started...
2023-05-28T13:17:30.635844851Z got SIGUSR2
2023-05-28T13:17:30.635848798Z Episode 34 started...
2023-05-28T13:17:30.635852475Z got SIGUSR2
2023-05-28T13:17:30.635856543Z Episode 35 started...
2023-05-28T13:17:30.635860149Z got SIGUSR2
2023-05-28T13:17:30.635864277Z Episode 36 started...
2023-05-28T13:17:30.635868335Z got SIGUSR2
2023-05-28T13:17:30.635872392Z Episode 37 started...
2023-05-28T13:17:30.635876390Z got SIGUSR2
2023-05-28T13:17:30.635880287Z Episode 38 started...
2023-05-28T13:17:30.635884154Z got SIGUSR2
2023-05-28T13:17:30.635887922Z Episode 39 started...
2023-05-28T13:17:30.635891849Z {'timestr': 'Sun May 28 13:16:30 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635896047Z got SIGUSR2
2023-05-28T13:17:30.635899964Z Episode 40 started...
2023-05-28T13:17:30.635903881Z got SIGUSR2
2023-05-28T13:17:30.635907769Z Episode 41 started...
2023-05-28T13:17:30.635911185Z {'timestr': 'Sun May 28 13:16:32 2023', 'elapsed': '1.74', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635915273Z got SIGUSR2
2023-05-28T13:17:30.635927866Z Episode 42 started...
2023-05-28T13:17:30.635931994Z {'timestr': 'Sun May 28 13:16:33 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635936162Z got SIGUSR2
2023-05-28T13:17:30.635940180Z Episode 43 started...
2023-05-28T13:17:30.635944177Z {'timestr': 'Sun May 28 13:16:34 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635948295Z got SIGUSR2
2023-05-28T13:17:30.635952222Z Episode 44 started...
2023-05-28T13:17:30.635956260Z got SIGUSR2
2023-05-28T13:17:30.635960127Z Episode 45 started...
2023-05-28T13:17:30.635964104Z {'timestr': 'Sun May 28 13:16:37 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T13:17:30.635968543Z got SIGUSR2
2023-05-28T13:17:30.635972390Z Episode 46 started...
2023-05-28T13:17:30.635975937Z got SIGUSR2
2023-05-28T13:17:30.635979844Z Episode 47 started...
2023-05-28T13:17:30.635983701Z got SIGUSR2
2023-05-28T13:17:30.635987759Z Episode 48 started...
2023-05-28T13:17:30.635991606Z got SIGUSR2
2023-05-28T13:17:30.635995103Z Episode 49 started...
